campus_id|campus_name|district_name|rating|i1_target|i1_score|i2_target|i2_score|i3_target|i3_score|i4_target|i4_score|year
015802004|THE EDUCATION AND TRAINING CENTER|GEORGE GERVIN ACADEMY|A|25|90|9|54|30|64|45|94|2013
015803101|HIGGS CARTER KING GIFTED & TALENTE|HIGGS CARTER KING GIFTED & TALENTE|I|50|56|17|32|55|55|75|52|2013
015805041|NEW FRONTIERS MIDDLE SCH|NEW FRONTIERS CHARTER SCHOOL|M|50|65|29|46|55|60|75|.|2013
015805101|NEW FRONTIERS CHARTER SCHOOL|NEW FRONTIERS CHARTER SCHOOL|I|50|53|30|33|55|52|75|.|2013
015805102|EARLY CHILDHOOD ACADEMY|NEW FRONTIERS CHARTER SCHOOL|I|50|48|30|.|55|45|75|.|2013
015806001|RICK HAWKINS H S|SCHOOL OF EXCELLENCE IN EDUCATION|I|50|63|17|20|55|60|75|61|2013
015806003|MILTON B LEE ACADEMY OF SCIENCE &|SCHOOL OF EXCELLENCE IN EDUCATION|I|50|72|17|15|55|69|75|93|2013
015806041|DR PAUL S SAENZ J H|SCHOOL OF EXCELLENCE IN EDUCATION|I|50|62|29|24|55|58|75|.|2013
015806101|DR HARMON W KELLEY EL|SCHOOL OF EXCELLENCE IN EDUCATION|M|50|67|30|.|55|69|75|.|2013
015806103|DR JAMES L BURCH INT|SCHOOL OF EXCELLENCE IN EDUCATION|M|50|76|30|44|55|72|75|.|2013
015806105|DR DAVID M COPELAND EL|SCHOOL OF EXCELLENCE IN EDUCATION|M|50|62|30|.|55|64|75|.|2013
015806106|DR DAVID C WALKER INT|SCHOOL OF EXCELLENCE IN EDUCATION|M|50|69|30|35|55|66|75|.|2013
015807001|SOUTHWEST PREPARATORY SCHOOL|SOUTHWEST PREPARATORY SCHOOL|A|25|55|9|17|30|50|45|96|2013
015807002|SOUTHWEST PREPARATORY SOUTHEAST CA|SOUTHWEST PREPARATORY SCHOOL|A|25|39|9|11|30|39|45|100|2013
015807004|SOUTHWEST PREPARATORY SCHOOL-NORTH|SOUTHWEST PREPARATORY SCHOOL|A|25|56|9|26|30|57|45|100|2013
015807005|NEW DIRECTIONS|SOUTHWEST PREPARATORY SCHOOL|A|25|67|9|.|30|50|45|100|2013
015808001|JOHN H WOOD JR CHARTER SCHOOL AT A|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|21|.|.|30|23|45|.|2013
015808003|JOHN H WOOD JR CS HAYS CO JUVENILE|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|.|.|.|30|.|45|.|2013
015808005|JOHN H WOOD JR CHARTER SCHOOL AT S|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|35|.|.|30|35|45|.|2013
015808006|JOHN H WOOD JR CS GRANBURY|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|50|.|.|30|.|45|.|2013
015808007|ROCKDALE|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|.|.|.|30|.|45|.|2013
015808008|GARZA COUNTY|JOHN H WOOD JR PUBLIC CHARTER DIST|X|25|38|.|.|30|29|45|.|2013
015809101|BEXAR COUNTY ACADEMY|BEXAR COUNTY ACADEMY|M|50|65|30|43|55|57|75|.|2013
015814001|POSITIVE SOLUTIONS CHARTER|POSITIVE SOLUTIONS CHARTER SCHOOL|A|25|60|9|.|30|57|45|97|2013
015815001|RADIANCE ACADEMY OF LEARNING|RADIANCE ACADEMY OF LEARNING|M|50|52|30|.|55|.|75|.|2013
015815041|RADIANCE ACADEMY OF LEARNING (DEL|RADIANCE ACADEMY OF LEARNING|A|25|77|9|31|30|76|45|100|2013
015815101|RADIANCE ACADEMY OF LEARNING WESTL|RADIANCE ACADEMY OF LEARNING|A|25|45|9|.|30|37|45|84|2013
015815102|RADIANCE ACADEMY OF LEARNING (INTE|RADIANCE ACADEMY OF LEARNING|I|50|29|30|29|55|29|75|.|2013
015815103|RADIANCE ACADEMY OF LEARNING (DAYS|RADIANCE ACADEMY OF LEARNING|I|50|50|30|35|55|45|75|.|2013
015815104|RADIANCE ACADEMY OF LEARNING (ABUN|RADIANCE ACADEMY OF LEARNING|A|25|41|9|.|30|50|45|.|2013
015815105|RADIANCE ACADEMY OF LEARNING|RADIANCE ACADEMY OF LEARNING|Z|50|.|30|.|55|.|75|.|2013
015816001|ACADEMY OF CAREERS AND TECHNOLOGIE|ACADEMY OF CAREERS AND TECHNOLOGIE|A|25|63|9|26|30|70|45|100|2013
015817001|SAN ANTONIO CAN H S|SAN ANTONIO CAN HIGH SCHOOL|A|25|36|9|24|30|40|45|100|2013
015819001|SHEKINAH RADIANCE ACADEMY|SHEKINAH RADIANCE ACADEMY|I|50|37|30|25|55|46|75|.|2013
015819002|WASHINGTON TYRANNUS SCHOOL OF THE|SHEKINAH RADIANCE ACADEMY|I|50|49|17|24|55|46|75|.|2013
015819101|SHEKINAH HOPE|SHEKINAH RADIANCE ACADEMY|I|50|46|30|33|55|46|75|.|2013
015819102|SHEKINAH WALZEM|SHEKINAH RADIANCE ACADEMY|I|50|46|30|44|55|36|75|62|2013
015819103|SCHOLARS ACADEMY|SHEKINAH RADIANCE ACADEMY|Z|50|.|30|.|55|.|75|.|2013
015819105|WEST COLUMBIA CHARTER SCH|SHEKINAH RADIANCE ACADEMY|A|25|61|9|32|30|62|45|100|2013
015819106|VILLAGE AT SOUTH PARK|SHEKINAH RADIANCE ACADEMY|I|50|17|30|.|55|.|75|.|2013
015819107|SHEKINAH RADIANCE ACADEMY (DALLAS|SHEKINAH RADIANCE ACADEMY|I|50|77|30|29|55|69|75|.|2013
015819108|SHEKINAH RADIANCE ACADEMY (GARLAND|SHEKINAH RADIANCE ACADEMY|I|50|45|30|23|55|32|75|.|2013
015820001|SAN ANTONIO SCHOOL FOR INQUIRY|SAN ANTONIO SCHOOL FOR INQUIRY & C|A|25|65|9|33|30|62|45|100|2013
015820002|MONTICELLO|SAN ANTONIO SCHOOL FOR INQUIRY & C|Z|50|.|30|.|55|.|75|.|2013
015822001|JUBILEE ACADEMY|JUBILEE ACADEMIC CENTER|M|50|62|17|36|55|60|75|97|2013
015822002|ALPHA ACADEMY|JUBILEE ACADEMIC CENTER|M|50|64|17|28|55|67|75|86|2013
015822003|BCFS - HARLINGEN|JUBILEE ACADEMIC CENTER|X|25|.|.|.|30|.|45|.|2013
015822004|ALAMO LEADERSHIP ACADEMY|JUBILEE ACADEMIC CENTER|M|50|52|30|30|55|.|75|.|2013
015822005|HIGHLAND PARK GIFTED AND TALENTED|JUBILEE ACADEMIC CENTER|M|50|71|30|34|55|67|75|.|2013
015822006|KINGSWAY LEADERSHIP ACADEMY|JUBILEE ACADEMIC CENTER|I|50|55|30|28|55|48|75|.|2013
015822007|LIVING WAY LEADERSHIP ACADEMY|JUBILEE ACADEMIC CENTER|M|50|77|30|48|55|82|75|.|2013
015822008|HARLINGEN LEADERSHIP ACADEMY|JUBILEE ACADEMIC CENTER|I|50|61|30|23|55|69|75|.|2013
015823001|SAN ANTONIO TECHNOLOGY ACADEMY|SAN ANTONIO TECHNOLOGY ACADEMY|I|50|46|17|14|55|44|75|49|2013
015825101|LIGHTHOUSE CHARTER SCHOOL|LIGHTHOUSE CHARTER SCHOOL|M|50|73|30|48|55|71|75|.|2013
015826001|KIPP UNIVERSITY PREP H S|KIPP SAN ANTONIO|M|50|83|17|24|55|85|75|100|2013
015826041|KIPP ASPIRE ACADEMY|KIPP SAN ANTONIO|M|50|77|29|49|55|79|75|.|2013
015826042|KIPP CAMINO ACADEMY|KIPP SAN ANTONIO|M|50|73|29|43|55|76|75|.|2013
015826101|KIPP UN MUNDO DUAL LANGUAGE ACADEM|KIPP SAN ANTONIO|Z|50|.|30|.|55|.|75|.|2013
015827001|SCHOOL OF SCIENCE AND TECH-SAN A|SCHOOL OF SCIENCE AND TECHNOLOGY|M|50|85|17|34|55|84|75|97|2013
015827002|SCHOOL OF SCIENCE AND TECH-ALAMO|SCHOOL OF SCIENCE AND TECHNOLOGY|M|50|78|30|38|55|73|75|.|2013
015828001|HARMONY SCIENCE ACAD-SAN ANTONIO|HARMONY SCIENCE ACAD (SAN ANTONIO)|M|50|79|17|37|55|76|75|100|2013
015828002|HARMONY SCHOOL OF INNOVATION - SAN|HARMONY SCIENCE ACAD (SAN ANTONIO)|M|50|67|30|45|55|62|75|.|2013
015828003|HARMONY SCIENCE ACADEMY - LAREDO|HARMONY SCIENCE ACAD (SAN ANTONIO)|M|50|75|17|33|55|76|75|.|2013
015830001|BROOKS ACADEMY OF SCIENCE AND ENGI|BROOKS ACADEMY OF SCIENCE AND ENGI|M|50|74|17|33|55|73|75|94|2013
015831001|SCHOOL OF SCIENCE AND TECH-DISCO|SCHOOL OF SCIENCE AND TECHNOLOGY D|M|50|77|30|49|55|71|75|.|2013
015831002|SCHOOL OF SCIENCE AND TECHNOLOGY C|SCHOOL OF SCIENCE AND TECHNOLOGY D|M|50|82|17|39|55|78|75|.|2013
015832001|CITY CENTER HEALTH CAREERS|CITY CENTER HEALTH CAREERS|I|50|59|17|28|55|58|75|7|2013
015833001|HENRY FORD ACADEMY ALAMEDA SCHOOL|HENRY FORD ACADEMY ALAMEDA SCHOOL|M|50|73|17|20|55|69|75|86|2013
015901001|ALAMO HEIGHTS H S|ALAMO HEIGHTS ISD|M|50|89|17|33|55|76|75|91|2013
015901002|BEXAR CO J J A E P|ALAMO HEIGHTS ISD|X|50|.|.|.|55|.|75|.|2013
015901041|ALAMO HEIGHTS J H|ALAMO HEIGHTS ISD|M|50|88|29|42|55|77|75|.|2013
015901101|CAMBRIDGE EL|ALAMO HEIGHTS ISD|M|50|80|30|48|55|65|75|.|2013
015901102|HOWARD EL|ALAMO HEIGHTS ISD|M|.|.|30|.|.|.|.|.|2013
015901104|WOODRIDGE EL|ALAMO HEIGHTS ISD|M|50|84|30|48|55|67|75|.|2013
015904001|HARLANDALE H S|HARLANDALE ISD|M|50|70|17|20|55|70|75|88|2013
015904002|MCCOLLUM H S|HARLANDALE ISD|M|50|68|17|18|55|68|75|86|2013
015904003|HAC DAEP H S|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015904004|FRANK M TEJEDA ACADEMY|HARLANDALE ISD|A|25|37|9|9|30|40|45|100|2013
015904007|BEXAR CO J J A E P|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015904008|HARLANDALE ALTERNATIVE CENTER BOOT|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015904010|FENLEY TRANSITIONAL H S|HARLANDALE ISD|Z|50|.|17|.|55|.|75|0|2013
015904041|HARLANDALE MIDDLE|HARLANDALE ISD|M|50|69|29|36|55|67|75|.|2013
015904042|A LEAL JR MIDDLE|HARLANDALE ISD|M|50|69|29|35|55|70|75|.|2013
015904043|TERRELL WELLS MIDDLE|HARLANDALE ISD|M|50|70|29|36|55|71|75|.|2013
015904044|KINGSBOROUGH MIDDLE|HARLANDALE ISD|M|50|72|29|33|55|74|75|.|2013
015904045|HAC DAEP MIDDLE|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015904046|HARLANDALE ALTERNATIVE CENTER BOOT|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015904047|FENLEY TRANSITIONAL MIDDLE|HARLANDALE ISD|Z|50|.|29|.|55|.|75|.|2013
015904048|TEJEDA JUNIOR ACADEMY|HARLANDALE ISD|A|25|39|9|43|30|40|45|.|2013
015904101|CARROLL BELL EL|HARLANDALE ISD|M|50|78|30|48|55|76|75|.|2013
015904102|BELLAIRE EL|HARLANDALE ISD|M|50|70|30|41|55|68|75|.|2013
015904103|COLLIER EL|HARLANDALE ISD|M|50|69|30|49|55|67|75|.|2013
015904104|COLUMBIA HEIGHTS EL|HARLANDALE ISD|M|50|68|30|41|55|67|75|.|2013
015904105|STONEWALL/FLANDERS ELEMENTARY|HARLANDALE ISD|M|50|61|30|39|55|56|75|.|2013
015904106|V M ADAMS EL|HARLANDALE ISD|M|50|62|30|48|55|57|75|.|2013
015904107|GILLETTE EL|HARLANDALE ISD|M|50|77|30|41|55|74|75|.|2013
015904108|H W SCHULZE EL|HARLANDALE ISD|M|50|75|30|55|55|74|75|.|2013
015904109|MORRILL EL|HARLANDALE ISD|M|50|71|30|44|55|67|75|.|2013
015904110|RAYBURN EL|HARLANDALE ISD|M|50|66|30|41|55|66|75|.|2013
015904113|VESTAL EL|HARLANDALE ISD|M|50|60|30|40|55|58|75|.|2013
015904114|WRIGHT EL|HARLANDALE ISD|M|50|56|30|43|55|56|75|.|2013
015904115|JEWEL C WIETZEL CENTER|HARLANDALE ISD|X|50|0|17|.|55|64|75|100|2013
015904116|E H GILBERT EL|HARLANDALE ISD|M|50|63|30|36|55|56|75|.|2013
015904117|COLLIER DAEP|HARLANDALE ISD|X|50|.|.|.|55|.|75|.|2013
015905002|JOHN F KENNEDY HIGH SCHOOL|EDGEWOOD ISD|M|50|60|17|18|55|60|75|83|2013
015905003|MEMORIAL HIGH SCHOOL|EDGEWOOD ISD|I|50|55|17|16|55|57|75|84|2013
015905041|BRENTWOOD MIDDLE SCHOOL|EDGEWOOD ISD|M|50|55|29|30|55|55|75|.|2013
015905042|ALTERNATIVE CENTER|EDGEWOOD ISD|X|50|.|.|.|55|.|75|.|2013
015905044|E T WRENN MIDDLE SCHOOL|EDGEWOOD ISD|M|50|65|29|33|55|66|75|.|2013
015905046|GUS GARCIA MIDDLE|EDGEWOOD ISD|I|50|56|29|38|55|53|75|.|2013
015905104|ROY CISNEROS EL|EDGEWOOD ISD|M|50|63|30|40|55|61|75|.|2013
015905106|ALONSO S PERALES ELEMENTARY SCHOOL|EDGEWOOD ISD|M|50|61|30|33|55|58|75|.|2013
015905108|GARDENDALE EL|EDGEWOOD ISD|M|50|69|30|47|55|67|75|.|2013
015905109|L B JOHNSON ELEMENTARY SCHOOL|EDGEWOOD ISD|M|50|75|30|39|55|72|75|.|2013
015905110|LAS PALMAS EL|EDGEWOOD ISD|I|50|57|30|37|55|51|75|.|2013
015905112|LOMA PARK EL|EDGEWOOD ISD|M|50|64|30|42|55|62|75|.|2013
015905113|ROOSEVELT EL|EDGEWOOD ISD|M|50|68|30|42|55|65|75|.|2013
015905114|STAFFORD EL|EDGEWOOD ISD|M|50|69|30|42|55|65|75|.|2013
015905116|WINSTON EL|EDGEWOOD ISD|I|50|57|30|35|55|53|75|.|2013
015905117|H B GONZALEZ EL|EDGEWOOD ISD|I|50|55|30|40|55|52|75|.|2013
015905118|CARDENAS CENTER|EDGEWOOD ISD|M|.|.|30|.|.|.|.|.|2013
015905124|BURLESON CENTER|EDGEWOOD ISD|I|.|.|30|.|.|.|.|.|2013
015905125|STAFFORD CENTER|EDGEWOOD ISD|M|.|.|30|.|.|.|.|.|2013
015906001|RANDOLPH H S|RANDOLPH FIELD ISD|M|50|92|17|23|55|86|75|97|2013
015906041|RANDOLPH MIDDLE|RANDOLPH FIELD ISD|M|50|90|29|47|55|88|75|.|2013
015906101|RANDOLPH EL|RANDOLPH FIELD ISD|M|50|92|30|49|55|88|75|.|2013
015907001|BRACKENRIDGE H S|SAN ANTONIO ISD|M|50|67|17|19|55|68|75|86|2013
015907002|BURBANK H S|SAN ANTONIO ISD|M|50|69|17|21|55|71|75|91|2013
015907003|EDISON H S|SAN ANTONIO ISD|M|50|67|17|22|55|70|75|89|2013
015907004|FOX TECHNICAL H S|SAN ANTONIO ISD|M|50|84|17|23|55|82|75|91|2013
015907005|HIGHLANDS H S|SAN ANTONIO ISD|M|50|61|17|22|55|60|75|83|2013
015907006|HOUSTON H S|SAN ANTONIO ISD|M|50|56|17|19|55|59|75|77|2013
015907007|JEFFERSON H S|SAN ANTONIO ISD|M|50|70|17|18|55|70|75|86|2013
015907008|LANIER H S|SAN ANTONIO ISD|M|50|59|17|19|55|61|75|80|2013
015907014|NAVARRO ACADEMY|SAN ANTONIO ISD|A|25|30|9|16|30|35|45|100|2013
015907020|JJA|SAN ANTONIO ISD|X|50|.|.|.|55|.|75|.|2013
015907022|TRAVIS EARLY COLLEGE H S|SAN ANTONIO ISD|M|50|94|17|29|55|91|75|100|2013
015907023|YOUNG WOMEN'S LEADERSHIP ACADEMY|SAN ANTONIO ISD|M|50|98|17|44|55|98|75|100|2013
015907024|COOPER ACADEMY|SAN ANTONIO ISD|A|25|73|9|.|30|70|45|47|2013
015907041|CONNELL MIDDLE|SAN ANTONIO ISD|I|50|51|29|31|55|49|75|.|2013
015907043|DAVIS MIDDLE|SAN ANTONIO ISD|I|50|51|29|36|55|50|75|.|2013
015907046|WHEATLEY MIDDLE|SAN ANTONIO ISD|I|50|57|29|36|55|54|75|.|2013
015907047|HARRIS MIDDLE|SAN ANTONIO ISD|M|50|61|29|29|55|58|75|.|2013
015907049|IRVING MIDDLE|SAN ANTONIO ISD|I|50|51|29|31|55|52|75|.|2013
015907050|LONGFELLOW MIDDLE|SAN ANTONIO ISD|M|50|63|29|31|55|61|75|.|2013
015907051|LOWELL MIDDLE|SAN ANTONIO ISD|I|50|55|29|33|55|50|75|.|2013
015907053|PAGE MIDDLE|SAN ANTONIO ISD|M|50|57|29|34|55|55|75|.|2013
015907054|POE MIDDLE|SAN ANTONIO ISD|M|50|65|29|36|55|65|75|.|2013
015907055|RHODES MIDDLE|SAN ANTONIO ISD|M|50|64|29|32|55|62|75|.|2013
015907057|ROGERS MIDDLE|SAN ANTONIO ISD|I|50|50|29|31|55|47|75|.|2013
015907058|TWAIN MIDDLE|SAN ANTONIO ISD|M|50|60|29|33|55|61|75|.|2013
015907059|WHITTIER MIDDLE|SAN ANTONIO ISD|M|50|67|29|35|55|67|75|.|2013
015907061|TAFOLLA MIDDLE|SAN ANTONIO ISD|M|50|58|29|34|55|56|75|.|2013
015907064|PICKETT ACADEMY|SAN ANTONIO ISD|A|25|76|9|.|30|73|45|45|2013
015907101|ARNOLD EL|SAN ANTONIO ISD|M|50|81|30|49|55|80|75|.|2013
015907102|AUSTIN ACADEMY|SAN ANTONIO ISD|M|50|73|30|35|55|74|75|.|2013
015907103|CHARLES C BALL EL|SAN ANTONIO ISD|M|50|59|30|48|55|61|75|.|2013
015907105|BASKIN EL|SAN ANTONIO ISD|M|50|70|30|48|55|68|75|.|2013
015907106|BEACON HILL EL|SAN ANTONIO ISD|M|50|63|30|43|55|64|75|.|2013
015907107|BONHAM ACADEMY|SAN ANTONIO ISD|M|50|83|30|48|55|87|75|.|2013
015907110|J T BRACKENRIDGE EL|SAN ANTONIO ISD|M|50|67|30|44|55|67|75|.|2013
015907111|BREWER EL|SAN ANTONIO ISD|I|50|42|30|35|55|42|75|.|2013
015907112|BRISCOE EL|SAN ANTONIO ISD|M|50|76|30|42|55|74|75|.|2013
015907114|CAMERON EL|SAN ANTONIO ISD|M|50|70|30|40|55|74|75|.|2013
015907116|COLLINS GARDEN EL|SAN ANTONIO ISD|M|50|63|30|43|55|66|75|.|2013
015907117|AGNES COTTON EL|SAN ANTONIO ISD|M|.|.|30|.|.|65|.|.|2013
015907118|DAVID CROCKETT EL|SAN ANTONIO ISD|I|50|49|30|38|55|50|75|.|2013
015907119|DOUGLASS EL|SAN ANTONIO ISD|I|50|46|30|31|55|50|75|.|2013
015907121|DE ZAVALA EL|SAN ANTONIO ISD|M|50|57|30|37|55|58|75|.|2013
015907123|FENWICK EL|SAN ANTONIO ISD|M|50|61|30|38|55|56|75|.|2013
015907124|MURIEL FORBES EL|SAN ANTONIO ISD|M|50|65|30|36|55|60|75|.|2013
015907125|FOSTER EL|SAN ANTONIO ISD|M|50|60|30|41|55|57|75|.|2013
015907126|FRANKLIN EL|SAN ANTONIO ISD|M|50|77|30|50|55|74|75|.|2013
015907127|GATES EL|SAN ANTONIO ISD|I|50|53|30|46|55|51|75|.|2013
015907129|CHARLES GRAEBNER EL|SAN ANTONIO ISD|M|50|66|30|46|55|66|75|.|2013
015907131|ROBERT B GREEN EL|SAN ANTONIO ISD|M|50|63|30|41|55|63|75|.|2013
015907132|HERFF EL|SAN ANTONIO ISD|I|50|53|30|48|55|52|75|.|2013
015907134|HIGHLAND HILLS EL|SAN ANTONIO ISD|M|50|68|30|50|55|63|75|.|2013
015907135|HIGHLAND PARK EL|SAN ANTONIO ISD|M|50|59|30|39|55|59|75|.|2013
015907136|HILLCREST EL|SAN ANTONIO ISD|M|50|60|30|35|55|60|75|.|2013
015907137|HIRSCH EL|SAN ANTONIO ISD|I|50|54|30|37|55|51|75|.|2013
015907139|HUPPERTZ EL|SAN ANTONIO ISD|M|50|69|30|43|55|68|75|.|2013
015907140|RODRIGUEZ EL|SAN ANTONIO ISD|M|50|58|30|47|55|55|75|.|2013
015907141|ELOISE JAPHET EL|SAN ANTONIO ISD|M|50|71|30|51|55|69|75|.|2013
015907142|M L KING ACADEMY|SAN ANTONIO ISD|M|50|59|30|38|55|58|75|.|2013
015907143|GEORGE E KELLY EL|SAN ANTONIO ISD|M|50|68|30|54|55|67|75|.|2013
015907144|SARAH S KING EL|SAN ANTONIO ISD|M|50|60|30|42|55|60|75|.|2013
015907146|LAMAR EL|SAN ANTONIO ISD|M|50|72|30|37|55|81|75|.|2013
015907147|BOWDEN EL|SAN ANTONIO ISD|M|50|63|30|48|55|63|75|.|2013
015907148|MADISON EL|SAN ANTONIO ISD|M|50|57|30|43|55|55|75|.|2013
015907149|MARGIL EL|SAN ANTONIO ISD|M|50|68|30|48|55|73|75|.|2013
015907150|MAVERICK EL|SAN ANTONIO ISD|M|50|66|30|43|55|62|75|.|2013
015907153|DORIE MILLER EL|SAN ANTONIO ISD|M|50|54|30|38|55|61|75|.|2013
015907155|NEAL EL|SAN ANTONIO ISD|M|50|58|30|35|55|57|75|.|2013
015907156|NELSON EL|SAN ANTONIO ISD|M|50|66|30|43|55|70|75|.|2013
015907157|OGDEN EL|SAN ANTONIO ISD|M|50|55|30|36|55|57|75|.|2013
015907158|PERSHING EL|SAN ANTONIO ISD|M|50|67|30|46|55|68|75|.|2013
015907160|RIVERSIDE PARK EL|SAN ANTONIO ISD|M|50|57|30|32|55|59|75|.|2013
015907161|ROGERS EL|SAN ANTONIO ISD|M|50|61|30|37|55|64|75|.|2013
015907162|DAVID BARKLEY/FRANCISCO RUIZ EL|SAN ANTONIO ISD|M|50|62|30|37|55|60|75|.|2013
015907164|SCHENCK EL|SAN ANTONIO ISD|M|50|63|30|35|55|59|75|.|2013
015907165|SMITH EL|SAN ANTONIO ISD|I|50|51|30|42|55|48|75|.|2013
015907167|STEELE EL|SAN ANTONIO ISD|M|50|69|30|42|55|66|75|.|2013
015907168|P F STEWART EL|SAN ANTONIO ISD|I|50|46|30|32|55|41|75|.|2013
015907169|STORM EL|SAN ANTONIO ISD|I|50|53|30|45|55|49|75|.|2013
015907172|WASHINGTON EL|SAN ANTONIO ISD|I|50|48|30|36|55|52|75|.|2013
015907173|W W WHITE EL|SAN ANTONIO ISD|I|50|52|30|31|55|47|75|.|2013
015907174|WILSON EL|SAN ANTONIO ISD|M|50|68|30|59|55|76|75|.|2013
015907175|WOODLAWN EL|SAN ANTONIO ISD|M|50|55|30|38|55|55|75|.|2013
015907176|WOODLAWN HILLS EL|SAN ANTONIO ISD|M|50|66|30|31|55|68|75|.|2013
015907179|HAWTHORNE PK-8 ACADEMY|SAN ANTONIO ISD|M|50|73|30|36|55|72|75|.|2013
015907182|HEALY-MURPHY|SAN ANTONIO ISD|A|25|36|9|.|30|39|45|91|2013
015907184|CHRISTUS SANTA ROSA|SAN ANTONIO ISD|X|25|.|.|.|30|.|45|.|2013
015907186|SEIDEL LEARNING CENTER|SAN ANTONIO ISD|X|25|.|.|.|30|.|45|.|2013
015907194|ROY MAAS YOUTH ALTERNATIVES/THE BR|SAN ANTONIO ISD|X|25|0|.|.|30|.|45|.|2013
015907195|JUVENILE DETENT CTR|SAN ANTONIO ISD|X|25|24|.|.|30|.|45|.|2013
015907201|CHILDREN'S SHELTER OF SA|SAN ANTONIO ISD|X|50|.|.|.|55|.|75|.|2013
015907202|HEALY MURPHY PK|SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015907210|MISSION ACADEMY|SAN ANTONIO ISD|M|50|67|30|41|55|63|75|.|2013
015907240|CARROLL EARLY CHILDHOOD CAMPUS|SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015907241|CARVAJAL EARLY CHILDHOOD CAMPUS|SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015907242|KNOX EARLY CHILDHOOD CAMPUS|SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015907244|TYNAN EARLY CHILDHOOD CAMPUS|SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015908001|SOUTH SAN ANTONIO H S|SOUTH SAN ANTONIO ISD|M|50|67|17|20|55|71|75|82|2013
015908037|BEXAR CO J J A E P|SOUTH SAN ANTONIO ISD|X|50|.|.|.|55|.|75|.|2013
015908039|ALTERNATIVE SCHOOL|SOUTH SAN ANTONIO ISD|X|50|.|.|.|55|.|75|.|2013
015908041|DWIGHT MIDDLE|SOUTH SAN ANTONIO ISD|I|50|61|29|28|55|63|75|.|2013
015908042|ALAN B SHEPARD MIDDLE|SOUTH SAN ANTONIO ISD|M|50|63|29|32|55|63|75|.|2013
015908043|ABRAHAM KAZEN MIDDLE|SOUTH SAN ANTONIO ISD|M|50|55|29|30|55|55|75|.|2013
015908044|ROBERT C ZAMORA MIDDLE|SOUTH SAN ANTONIO ISD|M|50|72|29|36|55|71|75|.|2013
015908101|ATHENS EL|SOUTH SAN ANTONIO ISD|M|50|70|30|47|55|73|75|.|2013
015908104|HUTCHINS EL|SOUTH SAN ANTONIO ISD|M|50|62|30|42|55|63|75|.|2013
015908105|KINDRED EL|SOUTH SAN ANTONIO ISD|M|50|60|30|44|55|60|75|.|2013
015908106|PALO ALTO EL|SOUTH SAN ANTONIO ISD|M|50|54|30|37|55|58|75|.|2013
015908107|PRICE EL|SOUTH SAN ANTONIO ISD|M|50|80|30|42|55|77|75|.|2013
015908108|FRANK MADLA EL|SOUTH SAN ANTONIO ISD|M|50|65|30|44|55|63|75|.|2013
015908109|FIVE PALMS EL|SOUTH SAN ANTONIO ISD|M|50|53|30|30|55|55|75|.|2013
015908110|NEIL ARMSTRONG EL|SOUTH SAN ANTONIO ISD|M|50|62|30|40|55|61|75|.|2013
015908112|MIGUEL CARRILLO JR EL|SOUTH SAN ANTONIO ISD|M|50|68|30|43|55|64|75|.|2013
015908113|ROY BENAVIDEZ EL|SOUTH SAN ANTONIO ISD|M|50|65|30|50|55|60|75|.|2013
015908114|HERNANDEZ LEARNING CENTER|SOUTH SAN ANTONIO ISD|M|.|.|30|.|.|.|.|.|2013
015909001|SOMERSET H S|SOMERSET ISD|M|50|63|17|19|55|62|75|88|2013
015909002|ATASCOSA CO ALTER|SOMERSET ISD|X|50|.|.|.|55|.|75|.|2013
015909041|SOMERSET J H|SOMERSET ISD|M|50|69|29|39|55|64|75|.|2013
015909101|SOMERSET EL|SOMERSET ISD|I|50|61|30|28|55|56|75|.|2013
015909103|SOMERSET EARLY CHILDHOOD EL|SOMERSET ISD|I|.|.|30|.|.|.|.|.|2013
015909104|S/SGT MICHAEL P BARRERA VETERANS E|SOMERSET ISD|I|50|54|30|34|55|53|75|.|2013
015909105|SAVANNAH HEIGHTS INT|SOMERSET ISD|M|50|73|29|34|55|72|75|.|2013
015910001|LEE H S|NORTH EAST ISD|M|50|78|17|27|55|77|75|83|2013
015910002|MACARTHUR H S|NORTH EAST ISD|M|50|85|17|25|55|80|75|82|2013
015910003|CHURCHILL H S|NORTH EAST ISD|M|50|86|17|27|55|74|75|91|2013
015910004|ROOSEVELT H S|NORTH EAST ISD|M|50|76|17|25|55|72|75|82|2013
